Id,SalePrice
1461,120794.40505975911
1462,152238.99022367405
1463,185152.15029098061
1464,192023.29468592687
1465,187560.4773422301
1466,181966.4471499083
1467,166261.53232843726
1468,173581.07928267872
1469,175883.31016241724
1470,129256.79452597113
1471,209022.14376484358
1472,103738.32147647117
1473,96575.34625759104
1474,152670.88115299176
1475,119389.59849119475
1476,396737.8930176308
1477,252943.93631929523
1478,284670.9774106908
1479,297034.12175432965
1480,427839.505685833
1481,312067.87814283994
1482,198852.0963612737
1483,195629.5318343568
1484,171758.8610812704
1485,178733.9968726281
1486,202370.33430985484
1487,337369.90340318705
1488,242075.0344228914
1489,209288.97421931848
1490,221910.88540033
1491,201192.57727155913
1492,99215.8899005879
1493,189503.78524000524
1494,288670.72838984383
1495,273589.8941869699
1496,234231.49098842547
1497,174364.91786313246
1498,155556.3620330051
1499,156350.2638373756
1500,171956.78006797738
1501,171648.7960154991
1502,165015.64442439523
1503,280203.98726346926
1504,242365.40989123256
1505,219486.53404688748
1506,182442.190384032
1507,250678.70298684633
1508,195406.9501569543
1509,160038.86912530145
1510,157008.6996905048
1511,152088.3115045812
1512,178656.42913866747
1513,151521.61026754547
1514,162629.2761886141
1515,196968.24287060517
1516,141496.54804818772
1517,153715.86576085462
1518,128194.83414577707
1519,237634.05319828572
1520,139402.3829699431
1521,144584.02461526796
1522,159301.68120898434
1523,117701.7399688085
1524,128104.84319264407
1525,128736.03675093768
1526,124070.89562533532
1527,108540.06587495675
1528,121617.26610903216
1529,145726.0415836011
1530,166006.083804376
1531,128940.47912575658
1532,107157.17334563963
1533,138429.24729463347
1534,125463.30459366321
1535,137315.35030039257
1536,113571.22092785146
1537,97595.86920426648
1538,151791.0554701614
1539,184602.5143442125
1540,110380.20474570208
1541,135794.31019679035
1542,136371.8158176831
1543,149898.08621413136
1544,85758.6748320583
1545,100175.4533215053
1546,120932.07926501127
1547,127377.48003691122
1548,119510.69781840093
1549,116644.88026627488
1550,140974.5419686902
1551,118807.8031160397
1552,135595.35812030666
1553,147906.72626371364
1554,117453.57355465578
1555,173094.9854968661
1556,100807.78306011434
1557,107414.5539165584
1558,102497.64634742291
1559,98269.43280063737
1560,146899.6659003457
1561,143128.629084925
1562,129888.9078171185
1563,126354.09405596045
1564,150479.72678583182
1565,155333.37790629282
1566,239174.87134019937
1567,94587.86464509091
1568,212225.56140162057
1569,126509.15989345704
1570,140390.65527327335
1571,132541.71635067282
1572,142040.48537126533
1573,241946.9056743297
1574,137726.0459135297
1575,216021.57909341887
1576,238252.09514370433
1577,206984.36413351528
1578,141480.12315831898
1579,137053.6801931928
1580,189102.58735436975
1581,136605.09426958073
1582,127448.10128065075
1583,327754.7511571718
1584,239000.58646155358
1585,140612.2586781689
1586,79270.03118568973
1587,112414.82152154404
1588,147837.04663033408
1589,103900.67214888813
1590,141241.33169338445
1591,111538.92058838363
1592,115189.50015883827
1593,122698.86448903524
1594,124824.3825914543
1595,133880.1441775311
1596,220080.96288156105
1597,173163.88823877703
1598,187536.6094821594
1599,162182.49458858976
1600,166685.45939565173
1601,90891.15830634059
1602,110350.1186347553
1603,84511.44409164417
1604,278868.11614192533
1605,247728.60685880197
1606,166901.70156795773
1607,171755.4274784822
1608,226460.53777468204
1609,190462.48713995345
1610,171194.48071074233
1611,148641.76708704716
1612,182345.2348299354
1613,177779.14303070348
1614,115907.26917655146
1615,84526.0548047207
1616,78360.25572547589
1617,85856.58219969217
1618,123096.67260157783
1619,133671.35301670476
1620,186723.95397506302
1621,148939.24764759143
1622,143219.9966626733
1623,258801.43436566446
1624,235789.22890087313
1625,131118.72093624723
1626,171945.41253908008
1627,187756.51141796142
1628,262585.29382472415
1629,176211.6411127388
1630,313215.00086700614
1631,197772.17245594572
1632,228047.1173471394
1633,171480.98451356744
1634,187636.4262296961
1635,178101.1867154394
1636,169108.45429367753
1637,183089.1980510641
1638,194541.25739756634
1639,182686.2213818825
1640,238174.39789780322
1641,179775.67566008502
1642,231196.21452780502
1643,226508.99646731938
1644,220065.1299438703
1645,184236.0802499473
1646,159689.13036040953
1647,166294.3715502733
1648,139281.43178414914
1649,136898.40924292293
1650,127485.61974161165
1651,128428.01789428468
1652,96587.62598994609
1653,97076.2092588509
1654,151589.17917417808
1655,141267.4829778332
1656,149070.75140324156
1657,153135.2966497604
1658,154559.44723975463
1659,123521.8802666659
1660,143157.88573049262
1661,399526.23332175496
1662,326555.547830494
1663,371727.4565828813
1664,437364.68344002037
1665,341332.98316150706
1666,336440.71796075435
1667,347293.85552315915
1668,356871.97912636073
1669,279729.6646008911
1670,342810.7091688532
1671,278401.4967273199
1672,386000.8000090223
1673,293046.8336255942
1674,259864.51879084963
1675,195180.42194745498
1676,198534.13182749564
1677,206023.9409424688
1678,446159.16380171425
1679,364713.02747146925
1680,306432.9382635226
1681,282026.59649375407
1682,306473.09996973
1683,189012.01523717202
1684,178853.54493779884
1685,174231.30450467262
1686,170877.32429294687
1687,170795.0430300551
1688,190362.63564085145
1689,190100.96856373313
1690,184353.43018022188
1691,182884.470556564
1692,242800.83689189222
1693,175555.9798920832
1694,186005.5126709732
1695,165606.98267159407
1696,267729.03931382246
1697,169543.00893442897
1698,318532.7427733216
1699,321057.3640431647
1700,254468.6814856417
1701,261458.39057816227
1702,246525.09058436012
1703,255790.66145876623
1704,270413.262986072
1705,221421.1417443392
1706,356448.3949586508
1707,215047.75263328812
1708,240842.78764187705
1709,257957.15454441475
1710,209863.2920331376
1711,248334.89527368714
1712,271553.64730769093
1713,278998.5120306429
1714,221044.41478022438
1715,203238.4957361304
1716,184776.46858906676
1717,172531.53004013232
1718,134800.6419692957
1719,207630.61178902854
1720,245901.7616851604
1721,173079.9841497709
1722,144057.4898745227
1723,161890.16550305326
1724,216007.52465892158
1725,226865.30188157115
1726,201133.97431822275
1727,178409.95250759175
1728,179053.88053384481
1729,152392.61558073753
1730,151793.90422797465
1731,133744.25028978783
1732,133163.04462647898
1733,126697.30687353975
1734,135314.53821306367
1735,134358.52626467161
1736,121443.95446290076
1737,278849.167574045
1738,214345.48719032193
1739,237167.79042904195
1740,212103.7080663445
1741,184457.98860406823
1742,171464.26822320622
1743,177657.61788584533
1744,272976.6951332595
1745,206021.3995552998
1746,215088.38095888298
1747,201093.69342008373
1748,210783.10430045743
1749,159171.761289557
1750,142853.0639526559
1751,214008.24197717744
1752,119643.61331068745
1753,146530.14606974187
1754,195884.1238364154
1755,160788.53377212633
1756,131715.89379677322
1757,123693.85760658461
1758,146022.23881618562
1759,172943.09430579192
1760,159764.26186958913
1761,151614.6932436608
1762,169149.04848999492
1763,166592.96455534498
1764,124839.90459904147
1765,153636.44711402268
1766,180951.94873755774
1767,205904.66770739006
1768,137241.16147875108
1769,164911.0624897687
1770,150557.35286031922
1771,131008.11405238032
1772,130650.62062949827
1773,140391.67199496532
1774,138188.3112417983
1775,135571.10921581317
1776,131031.0086832094
1777,111077.24966666565
1778,141511.56379059405
1779,126429.21195499762
1780,159143.91110368574
1781,132900.6544783682
1782,108884.6272859311
1783,135438.13881997563
1784,115771.08028096774
1785,113116.95969647568
1786,149412.2248023907
1787,165307.91858925752
1788,79391.82406832336
1789,110995.1406499045
1790,99015.87374966741
1791,162136.94344751976
1792,152986.5305627489
1793,148686.16690070473
1794,144693.23313343138
1795,138143.12786650614
1796,139471.48394375356
1797,111560.24984891522
1798,123321.69661860829
1799,117722.55258458611
1800,135533.31435479285
1801,137344.6752176947
1802,138256.6185513807
1803,149998.39235636478
1804,144537.45855241164
1805,139708.78059717547
1806,117696.01013455882
1807,129558.49085915927
1808,131347.14414466062
1809,127871.66647274361
1810,135195.27058748578
1811,107235.19015472432
1812,98539.17451156444
1813,123849.554409307
1814,100418.97394256384
1815,73101.59218203605
1816,104768.41822630723
1817,133130.3998657842
1818,136451.35016696682
1819,125462.20435519132
1820,91556.45065192557
1821,119510.36200770353
1822,155671.53649959134
1823,66486.75959254053
1824,140251.33139290314
1825,138939.87438890967
1826,108117.8922086776
1827,107559.78563898845
1828,131787.54341307934
1829,116464.40650453756
1830,141353.40859469454
1831,143994.3582290224
1832,112675.62132230913
1833,138718.09255503656
1834,125862.96916772299
1835,138058.51544729483
1836,121632.8942349714
1837,101914.48862952291
1838,124090.27813047111
1839,91969.12141924664
1840,164173.2043835622
1841,144254.35218858233
1842,99398.21955146991
1843,141054.91119940532
1844,141292.05257618215
1845,141811.758403709
1846,154609.8888757032
1847,158479.19791186528
1848,66708.46388248475
1849,119143.01062458444
1850,123384.67431981221
1851,152081.12378545216
1852,118855.89249412146
1853,140285.8747810688
1854,166237.1217440481
1855,169160.30315512154
1856,223312.21487444316
1857,179887.01410251926
1858,137943.06127022585
1859,122908.55536086537
1860,148136.12499211085
1861,122908.55536086537
1862,227922.02338776848
1863,232383.0624577442
1864,232383.0624577442
1865,343848.1096697892
1866,323275.93862778164
1867,248290.42162887752
1868,289178.7475516347
1869,203143.21159997015
1870,225377.0033784697
1871,237269.62446763297
1872,178660.139722198
1873,233155.5831134276
1874,140038.52917811417
1875,194476.56989995157
1876,188773.00128274932
1877,210543.12648084247
1878,229769.08348026883
1879,132344.4073364406
1880,132890.1703818641
1881,253830.04826765534
1882,244041.13850465653
1883,200375.67561567057
1884,214535.9465364262
1885,235880.09069605987
1886,277875.21993145306
1887,212689.86032622904
1888,279461.0114338191
1889,181379.75686612347
1890,133906.28594663
1891,138557.86758198842
1892,111685.2911927284
1893,126521.62776179817
1894,131390.54256503776
1895,146101.62741443963
1896,130365.85230377481
1897,125493.3697986181
1898,129895.84601572239
1899,143998.4186234234
1900,143766.5910732374
1901,160255.17917756338
1902,144824.34325786485
1903,217039.97543857055
1904,136807.20992828096
1905,179383.3513129263
1906,141349.43403386482
1907,193204.28534076898
1908,118659.7781314767
1909,131439.97553972268
1910,123449.65587318217
1911,186363.82049675388
1912,272645.59985060367
1913,154638.85554866123
1914,68686.856978449
1915,324441.30988903216
1916,77543.63016707289
1917,248824.46676554368
1918,130598.21182142047
1919,151762.8170539163
1920,167679.710479806
1921,379959.58930471056
1922,300379.93274538877
1923,199175.53829533665
1924,219756.8331499073
1925,221517.96664130467
1926,373969.6087562748
1927,139788.67708733137
1928,156659.0665247184
1929,128480.02311200948
1930,136187.4610144528
1931,141892.83470411133
1932,148668.56981809135
1933,178354.8665635403
1934,185139.3412682602
1935,179767.85295945994
1936,189623.23824633835
1937,177932.39703829988
1938,187143.96291631364
1939,235216.83617256786
1940,189564.4126431336
1941,181262.7018761713
1942,189314.4419249101
1943,184109.79973032337
1944,326999.3695521152
1945,354014.3213099884
1946,162593.50289775225
1947,282175.64919395593
1948,170495.52405493267
1949,243848.79313607066
1950,183853.66367725664
1951,246508.71539451813
1952,208535.48887494896
1953,181482.25716820877
1954,193465.9415935756
1955,152955.32507630542
1956,275995.7396117632
1957,159568.64450204288
1958,287384.8093853099
1959,143325.4974047109
1960,119969.9490413779
1961,119503.27454748559
1962,97248.25670166251
1963,110309.07452199036
1964,110033.1115810429
1965,141548.7186115996
1966,137923.901982403
1967,307228.0969106297
1968,394281.3908524976
1969,360171.20745092595
1970,371094.82883879496
1971,400289.92398888763
1972,325970.72493342025
1973,275898.7335584116
1974,317428.99937610276
1975,395619.6338406952
1976,282479.1147737872
1977,309715.3089778582
1978,315174.68580207694
1979,336567.7919735728
1980,193570.0799324859
1981,313140.6796012342
1982,223322.98667056626
1983,209808.27127802648
1984,173303.6799831694
1985,215000.35812871068
1986,211597.0826736539
1987,181423.79402110967
1988,180907.29799641125
1989,186714.03991709233
1990,222195.85822783646
1991,201863.42267925502
1992,209605.48128716502
1993,174378.07016304517
1994,223709.06690544338
1995,184804.28066312047
1996,262881.5904585242
1997,316578.0027907283
1998,306546.46586477204
1999,261162.7665307842
2000,286735.8685226839
2001,284361.5063543725
2002,246002.26207210633
2003,238646.05627872812
2004,259094.6320919742
2005,217766.41648527398
2006,222975.22483673997
2007,245924.9004714652
2008,201370.0680686653
2009,202708.04212632633
2010,196612.09171727663
2011,142042.18138320453
2012,173790.16179727795
2013,181172.33272320338
2014,195301.00915800157
2015,195443.65022144033
2016,204827.26552450884
2017,195318.45495619896
2018,131886.74389485898
2019,135869.4425807318
2020,115623.77839731677
2021,119283.78798422952
2022,170255.7804303746
2023,142500.35992014926
2024,250192.8899753246
2025,306393.7910799132
2026,188266.06126526743
2027,157327.3041453771
2028,160897.22568430568
2029,172116.12039169704
2030,265039.30418392335
2031,212917.44144388643
2032,230535.90155683729
2033,249405.4756243541
2034,172049.14655364034
2035,197221.22031752742
2036,188316.83286371455
2037,201777.1267619477
2038,236078.6814660292
2039,212465.63666739065
2040,281800.167832221
2041,239030.29295949492
